Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2023-08-01 20:55:54,173.94.182.131,93.207.79.77,23667,45197,TCP,512,Data,HTTP,"Veritatis vero provident nam corrupti ut cupiditate. Pariatur mollitia vitae labore velit. Quis earum exercitationem nemo pariatur quis ex.
Perspiciatis beatae aspernatur neque temporibus error.",IoC Detected,47.1,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Parinaaz Sarin,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/23.0.863.0 Mobile/59N026 Safari/535.0",Segment B,"Katihar, Himachal Pradesh",140.178.92.188,Log Data,Alert Data,Server
2023-04-27 17:41:36,101.240.245.149,209.12.79.245,10562,64587,UDP,1062,Data,FTP,"Incidunt quae corrupti minus ut. Saepe voluptatum fugiat iure quos.
Labore beatae molestiae natus laudantium repudiandae. Occaecati quaerat dolores aliquid ab unde temporibus.",IoC Detected,56.3,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Reyansh Bhagat,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_9 rv:2.0; fil-PH) AppleWebKit/533.32.6 (KHTML, like Gecko) Version/4.0.2 Safari/533.32.6",Segment B,"Jaunpur, Tripura",99.200.82.227,Log Data,Alert Data,Server
2022-10-17 07:59:38,50.118.111.215,63.168.79.48,62956,13951,TCP,561,Control,FTP,"Inventore voluptas corrupti minus cupiditate. Non sequi a ducimus repellendus. Natus quam repellat possimus a maiores.
Reprehenderit sint quo saepe.",IoC Detected,53.27,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Tejas Raval,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1 rv:5.0; ik-CA) AppleWebKit/531.31.6 (KHTML, like Gecko) Version/5.0.4 Safari/531.31.6",Segment B,"Siliguri, Tripura",40.122.148.208,Log Data,Alert Data,Server
2022-08-30 02:03:37,101.69.220.138,169.101.251.246,29111,60580,UDP,1045,Control,FTP,Exercitationem sit eius vero aliquid. A placeat praesentium voluptates earum.,IoC Detected,84.66,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Madhav Sridhar,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/40.0.859.0 Mobile/80T579 Safari/531.1",Segment A,"Tezpur, Sikkim",12.101.90.227,Log Data,Alert Data,Firewall
2020-12-18 22:44:31,222.72.64.230,161.245.238.79,7235,5421,TCP,403,Data,FTP,Aliquid dolorum eum aut error laborum. Laborum pariatur mollitia pariatur. Corrupti voluptas aliquam temporibus exercitationem similique quo.,IoC Detected,31.49,Alert Triggered,Malware,Known Pattern B,Logged,High,Gokul Dubey,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.38.7 (KHTML, like Gecko) Version/5.0.1 Safari/531.38.7",Segment C,"Raichur, Karnataka",80.146.100.232,Log Data,Alert Data,Server
2021-09-16 23:02:43,69.25.221.99,94.186.50.5,28230,56960,ICMP,218,Control,HTTP,Magnam labore quibusdam minima nostrum harum itaque voluptates. Illum atque sapiente fugit. Laborum inventore exercitationem quia eveniet nostrum ad.,IoC Detected,54.5,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Saira Rattan,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6 rv:2.0; ja-JP) AppleWebKit/532.35.7 (KHTML, like Gecko) Version/4.0.5 Safari/532.35.7",Segment B,"Hazaribagh, Goa",113.6.101.78,Log Data,Alert Data,Firewall
2020-06-11 06:54:44,199.111.215.55,220.44.135.138,57011,64771,TCP,1037,Data,FTP,"Qui corporis voluptates occaecati possimus dolorem ut. Iste maiores quam.
Nisi blanditiis laborum neque reiciendis amet. Incidunt impedit quas incidunt amet laudantium.",IoC Detected,28.08,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Mohanlal Cheema,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.49.3 (KHTML, like Gecko) Version/5.1 Safari/534.49.3",Segment A,"Unnao, Madhya Pradesh",175.217.22.68,Log Data,Alert Data,Server
2020-10-14 15:08:22,112.156.91.33,193.26.133.15,5585,29919,UDP,613,Data,HTTP,Officiis voluptas numquam esse praesentium tempore at temporibus. Quos consectetur autem velit. Saepe praesentium culpa corporis illo.,IoC Detected,74.28,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Vihaan Bassi,Opera/8.95.(X11; Linux i686; rw-RW) Presto/2.9.166 Version/11.00,Segment B,"Patna, Assam",154.76.188.25,Log Data,Alert Data,Server
2021-02-28 07:49:38,120.54.240.240,97.19.156.52,3506,23322,UDP,405,Control,HTTP,"Sit commodi est cupiditate molestiae voluptatibus. Mollitia quaerat natus ipsam ut.
Ea officiis exercitationem. Ut assumenda quo voluptate. Nihil autem voluptas maxime mollitia.",IoC Detected,6.66,Alert Triggered,Malware,Known Pattern B,Ignored,High,Charvi Khalsa,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1),Segment B,"Guwahati, Meghalaya",223.131.94.244,Log Data,Alert Data,Firewall
2022-04-13 13:06:51,194.2.101.226,50.7.29.126,37839,48076,ICMP,72,Control,HTTP,Magnam praesentium voluptates ipsam impedit aliquam aperiam. Maxime odit sed soluta. Possimus perferendis provident dignissimos.,IoC Detected,14.11,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Rohan Buch,Opera/9.14.(Windows NT 5.2; nr-ZA) Presto/2.9.163 Version/11.00,Segment B,"Ahmedabad, Telangana",30.89.137.86,Log Data,Alert Data,Firewall
2020-10-24 15:56:35,192.159.70.252,132.222.109.52,54486,34382,ICMP,451,Data,DNS,Dignissimos laudantium ut cupiditate fugit sed. Voluptatibus veniam occaecati cupiditate natus vel. Molestiae consequatur minus sed aspernatur quae.,IoC Detected,8.04,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Hazel Sathe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3 rv:2.0; hu-HU) AppleWebKit/535.46.5 (KHTML, like Gecko) Version/5.0.4 Safari/535.46.5",Segment C,"Aurangabad, Uttarakhand",91.127.201.84,Log Data,Alert Data,Firewall
2022-03-09 03:03:45,84.87.215.22,9.127.108.5,41673,37098,UDP,554,Data,FTP,"Eos beatae minus culpa praesentium soluta repellat voluptatibus. Placeat repudiandae dicta quibusdam.
Corrupti dolorum a totam.",IoC Detected,96.86,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Kanav Chakrabarti,Opera/9.41.(Windows NT 6.2; be-BY) Presto/2.9.165 Version/11.00,Segment A,"Nellore, Karnataka",132.2.16.31,Log Data,Alert Data,Server
2023-07-12 06:44:58,125.102.1.73,217.101.254.48,1762,50200,UDP,111,Control,FTP,Fugit earum dolore repudiandae blanditiis. Recusandae atque labore. Distinctio quaerat accusantium aut nisi ullam voluptatibus. Ad dolore totam explicabo.,IoC Detected,10.41,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Ritvik Edwin,Opera/9.86.(Windows 95; dz-BT) Presto/2.9.183 Version/12.00,Segment B,"Mau, Uttarakhand",53.245.32.105,Log Data,Alert Data,Firewall
2020-03-09 09:03:00,95.5.213.102,147.53.55.22,21662,58352,ICMP,362,Data,HTTP,"Ipsum inventore repudiandae dignissimos. Ratione nesciunt repellat quidem. Neque soluta repudiandae atque doloribus dolore.
Saepe illo nam quis nemo. Debitis non dolore. Vitae quibusdam dolore ullam.",IoC Detected,7.29,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Faiyaz Chand,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:5.0; sw-KE) AppleWebKit/531.20.5 (KHTML, like Gecko) Version/4.0.4 Safari/531.20.5",Segment B,"Bhubaneswar, Uttarakhand",62.98.158.82,Log Data,Alert Data,Server
2020-01-01 00:43:27,159.63.40.232,84.35.86.112,30053,56285,UDP,1428,Data,DNS,Autem officiis officia sapiente adipisci. Corporis qui quasi debitis tempora recusandae quidem accusantium. Facilis porro veniam officia enim doloribus dolor.,IoC Detected,40.63,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Myra Rana,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_1 rv:6.0; fa-IR) AppleWebKit/531.15.3 (KHTML, like Gecko) Version/5.0 Safari/531.15.3",Segment C,"Baranagar, Mizoram",121.217.243.18,Log Data,Alert Data,Firewall
2021-09-06 10:41:18,41.247.164.18,154.163.170.39,13779,57265,TCP,930,Data,HTTP,Consequatur autem non similique. Neque consequuntur tempora ratione nulla sit.,IoC Detected,45.82,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Krish Ray,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/45.0.871.0 Safari/535.2",Segment B,"Bhimavaram, Haryana",108.231.163.217,Log Data,Alert Data,Server
2020-07-03 00:36:03,47.12.52.193,30.129.249.22,23168,20264,UDP,477,Data,FTP,Repellendus voluptate sapiente ea molestiae. Iste mollitia id dolorem. Quibusdam eius dolor nobis ratione culpa omnis.,IoC Detected,66.78,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Alisha Brar,Opera/9.20.(X11; Linux x86_64; da-DK) Presto/2.9.170 Version/11.00,Segment C,"Ambala, Haryana",83.35.228.54,Log Data,Alert Data,Firewall
2020-10-11 20:06:32,38.138.175.223,155.160.1.30,42563,28834,ICMP,99,Control,DNS,Nemo ad quis nesciunt aspernatur ipsum quos. Nostrum velit fuga. Voluptas dolore saepe placeat perspiciatis deserunt.,IoC Detected,28.23,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Jivika Setty,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.1),Segment B,"Kavali, Mizoram",92.225.10.95,Log Data,Alert Data,Server
2020-10-15 18:45:59,104.71.250.239,141.115.115.150,63907,20419,UDP,586,Data,DNS,"Sint nesciunt perferendis dolorem asperiores minima voluptatem. Fugit eligendi nesciunt totam temporibus ipsam. A accusantium mollitia sunt error.
Iste possimus expedita. Non quaerat nostrum iusto.",IoC Detected,55.47,Alert Triggered,Malware,Known Pattern A,Blocked,High,Indrajit Biswas,Opera/9.95.(X11; Linux i686; yo-NG) Presto/2.9.188 Version/11.00,Segment A,"Sirsa, Chhattisgarh",203.164.129.72,Log Data,Alert Data,Firewall
2023-05-25 08:10:43,1.101.138.199,184.213.144.34,1150,4840,UDP,704,Data,DNS,Ab accusantium natus in repellat quidem.,IoC Detected,54.57,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Sara Kara,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0),Segment B,"Sasaram, Uttarakhand",103.97.237.20,Log Data,Alert Data,Server
2021-09-08 12:35:20,188.111.237.173,68.158.17.174,58992,55614,TCP,170,Control,DNS,"Sapiente porro inventore. A distinctio esse facilis. Fugiat ducimus nisi.
Deserunt nam ad quos. Voluptatum delectus impedit voluptatum laborum. Soluta in fugiat cumque.",IoC Detected,34.68,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Nitara Gara,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/17.0.898.0 Safari/532.2",Segment B,"Bidar, Madhya Pradesh",212.37.212.25,Log Data,Alert Data,Server
2023-09-01 02:39:46,67.102.91.224,43.13.116.12,42374,5286,TCP,91,Data,FTP,Distinctio cumque similique et minus. Quis iure illum nulla. Repudiandae eveniet occaecati dignissimos cumque impedit est possimus. Tempora eveniet et repudiandae incidunt cupiditate quos.,IoC Detected,84.41,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Anvi Vohra,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.1),Segment B,"Nadiad, Sikkim",123.87.76.50,Log Data,Alert Data,Server
2022-12-18 07:09:45,188.14.217.253,117.20.119.200,26830,43657,ICMP,1135,Data,HTTP,"Voluptatem corrupti sunt atque molestias impedit mollitia adipisci.
Ipsum deserunt animi doloremque ducimus adipisci repellat.",IoC Detected,11.25,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Akarsh Kar,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/43.0.828.0 Safari/532.0",Segment B,"Junagadh, Haryana",54.35.176.212,Log Data,Alert Data,Firewall
2021-05-12 22:45:58,17.80.247.158,145.113.232.93,49694,63849,ICMP,605,Control,FTP,Debitis aperiam ad at deleniti. Distinctio repudiandae exercitationem totam esse fugiat. Tempore quis libero maxime distinctio.,IoC Detected,27.8,Alert Triggered,Malware,Known Pattern B,Blocked,High,Zoya Mand,Opera/9.83.(X11; Linux x86_64; niu-NU) Presto/2.9.173 Version/12.00,Segment C,"Rourkela, Maharashtra",182.164.254.198,Log Data,Alert Data,Server
2021-05-27 14:59:36,40.151.149.230,43.86.224.225,9464,47697,UDP,548,Data,FTP,"Sint qui ut at illum totam hic. Adipisci occaecati libero nobis.
Sapiente sunt error beatae quos aperiam similique. Voluptatum odit doloremque harum sapiente.",IoC Detected,30.03,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Vaibhav Ganesan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),Segment B,"Bilaspur, West Bengal",76.158.236.128,Log Data,Alert Data,Firewall
2022-12-16 06:10:55,73.146.45.13,48.108.209.49,47518,24709,UDP,617,Data,FTP,Numquam itaque natus saepe aut. Laborum est rem quibusdam illo eligendi. Fugiat quia blanditiis.,IoC Detected,6.89,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Eva Kara,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.0),Segment B,"Amritsar, Madhya Pradesh",114.16.2.16,Log Data,Alert Data,Firewall
2021-01-21 15:12:49,156.119.217.14,16.215.210.81,16135,47237,UDP,1045,Control,FTP,"Vel corporis distinctio. Voluptatum ad ab vero. Dolorem alias distinctio neque sit esse.
Ex nihil illo similique. Ducimus facere vel aut.",IoC Detected,11.47,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Samarth Roy,Mozilla/5.0 (Android 2.2.3; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,Segment A,"Shivpuri, Gujarat",100.30.209.85,Log Data,Alert Data,Firewall
2021-04-08 15:40:23,35.160.8.127,89.191.109.169,14721,39084,ICMP,1191,Data,DNS,"Nostrum eveniet reiciendis explicabo rem. Culpa alias illum saepe alias nemo ad in. Facere soluta incidunt libero.
Quae id voluptatibus assumenda recusandae.",IoC Detected,70.68,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Adira Swaminathan,Opera/9.15.(Windows NT 10.0; kk-KZ) Presto/2.9.188 Version/10.00,Segment C,"Anantapuram, Tamil Nadu",97.133.203.174,Log Data,Alert Data,Server
2021-11-09 15:46:18,68.27.249.4,157.182.27.144,29644,50632,ICMP,813,Control,DNS,Eius consequuntur corrupti ipsum voluptate. Nobis quisquam quibusdam provident. Tempore a eos commodi mollitia accusantium.,IoC Detected,64.01,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Vritika Krish,Mozilla/5.0 (Windows NT 5.01; th-TH; rv:1.9.1.20) Gecko/8783-02-09 16:28:57 Firefox/3.8,Segment C,"Mahbubnagar, Odisha",25.16.157.169,Log Data,Alert Data,Server
2023-09-01 02:57:41,69.127.46.219,202.128.79.236,5690,59662,ICMP,1051,Control,HTTP,"Doloribus delectus fugiat ducimus velit.
Dolore quod molestias libero quam sed. Repellat deleniti unde.
Sit voluptate voluptatum cum inventore.
Vitae numquam optio nisi vero.",IoC Detected,2.44,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Gokul Bassi,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/24.0.847.0 Safari/536.1",Segment A,"Serampore, West Bengal",173.184.209.79,Log Data,Alert Data,Server
2021-05-22 19:39:29,149.59.160.92,121.149.40.230,29550,36716,TCP,861,Control,FTP,"Velit ullam nihil corrupti. Impedit reprehenderit quasi quo libero ratione aliquam.
Magnam voluptas animi nobis possimus debitis. Omnis eum libero facilis expedita sunt nisi.",IoC Detected,7.23,Alert Triggered,Malware,Known Pattern A,Logged,High,Yuvaan Bora,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/8307-04-07 17:29:56 Firefox/3.8,Segment C,"Mahbubnagar, Goa",77.16.183.166,Log Data,Alert Data,Firewall
2021-01-06 07:27:23,126.52.146.112,66.242.139.99,47554,11989,UDP,997,Control,HTTP,"Et deleniti assumenda optio. Perferendis ullam beatae quaerat.
Quo quidem nesciunt laborum quam temporibus. Assumenda odio eveniet eveniet doloremque. Qui esse recusandae modi iusto illo sequi.",IoC Detected,52.76,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Aarush Dugal,Opera/9.14.(Windows 95; mr-IN) Presto/2.9.167 Version/10.00,Segment C,"Morena, Uttarakhand",8.104.102.104,Log Data,Alert Data,Server
2022-04-13 22:49:43,14.28.223.206,36.105.109.155,39420,38555,UDP,738,Control,DNS,"Maxime minus dolore necessitatibus ad consequuntur officiis. Minus nihil quasi labore molestiae blanditiis ratione.
Inventore odit pariatur cupiditate accusantium. Eveniet repellendus placeat rem a.",IoC Detected,15.97,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Advik Magar,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2389-05-18 11:24:23 Firefox/15.0,Segment B,"Serampore, Tamil Nadu",198.16.218.150,Log Data,Alert Data,Firewall
2023-03-31 03:26:58,120.20.120.93,104.195.209.79,9182,24513,TCP,114,Control,DNS,"Praesentium mollitia illum dicta porro. Fugit optio esse.
Quae commodi ipsum veritatis explicabo expedita. Assumenda blanditiis nam expedita dignissimos eligendi. Illum rem suscipit cumque.",IoC Detected,43.93,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Neysa Bail,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/23.0.810.0 Safari/531.1",Segment B,"Kozhikode, Uttar Pradesh",30.83.103.155,Log Data,Alert Data,Server
2022-05-10 14:25:39,89.191.161.197,90.130.91.79,64567,46677,TCP,455,Data,FTP,"Voluptatibus aliquid autem cum quae officiis sit cum. Repellendus molestias odio dolorum facilis officiis. Sit nostrum aliquid ratione qui impedit autem.
Maxime nostrum quasi. Rem minima dolore.",IoC Detected,12.78,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Kaira Thakur,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.1),Segment C,"Panihati, Jharkhand",92.149.208.248,Log Data,Alert Data,Server
2020-11-03 23:07:13,190.220.24.131,116.122.143.89,61938,15459,UDP,381,Control,FTP,Adipisci quam iusto officiis atque accusamus. Tenetur aspernatur quaerat aliquam.,IoC Detected,61.67,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Azad Badal,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8365-08-02 16:52:13 Firefox/3.6.1,Segment B,"Karimnagar, Arunachal Pradesh",210.245.69.189,Log Data,Alert Data,Server
2020-03-02 22:51:51,35.165.32.38,156.87.34.206,49006,56290,ICMP,530,Data,FTP,Rerum ab debitis voluptatibus numquam praesentium. Quae iste ipsa eum doloribus. Iusto pariatur delectus modi voluptas vitae.,IoC Detected,37.97,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Dhanush Raj,Opera/9.73.(X11; Linux i686; mai-IN) Presto/2.9.163 Version/11.00,Segment A,"Haridwar, Mizoram",2.5.135.202,Log Data,Alert Data,Firewall
2020-06-29 12:52:53,213.179.156.189,138.66.137.126,43532,57567,UDP,839,Data,DNS,Blanditiis eligendi excepturi dolore sed sit voluptate. Eum veniam ex ratione minima odio iure. Laborum provident consequatur nemo aut repudiandae. Reiciendis dolorem corporis.,IoC Detected,83.72,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Darshit Biswas,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/15.2y7481.0 Mobile/86J908 Safari/532.0",Segment A,"Kochi, Madhya Pradesh",20.227.124.133,Log Data,Alert Data,Firewall
2021-03-19 04:19:03,219.206.202.252,83.30.228.218,36174,42206,ICMP,1061,Data,FTP,Reprehenderit cupiditate eos quam soluta consequuntur fuga suscipit. Autem voluptatum dolor accusantium necessitatibus vitae. Sunt expedita fuga. Animi nulla magni consequatur dicta repellat.,IoC Detected,77.45,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Dharmajan Tella,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_3 rv:5.0; yue-HK) AppleWebKit/534.11.3 (KHTML, like Gecko) Version/4.0 Safari/534.11.3",Segment A,"Bathinda, Uttar Pradesh",33.34.100.107,Log Data,Alert Data,Server
2020-08-18 19:44:53,60.121.143.132,90.43.247.104,58072,1093,TCP,322,Control,FTP,"Iste impedit officiis ducimus temporibus odit maxime.
Provident placeat voluptate. Exercitationem sequi rerum voluptas vero.
Quaerat perspiciatis temporibus velit cumque quam.",IoC Detected,32.18,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Mahika Anand,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; be-BY) AppleWebKit/534.35.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.35.5",Segment B,"Jammu, Maharashtra",90.7.123.102,Log Data,Alert Data,Firewall
2020-09-23 05:26:14,96.242.127.39,104.88.190.78,60651,48339,TCP,379,Control,HTTP,"Veritatis quisquam accusamus officiis minus rerum veniam harum. Officia omnis doloremque architecto fuga numquam ipsa. Labore harum aperiam necessitatibus.
Earum maxime aliquam nemo iste vitae dolor.",IoC Detected,43.06,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Navya Mann,Opera/8.47.(X11; Linux x86_64; gl-ES) Presto/2.9.169 Version/10.00,Segment A,"Raurkela Industrial Township, Sikkim",163.123.6.209,Log Data,Alert Data,Server
2021-03-21 11:31:59,138.68.19.87,33.50.250.10,4713,55925,ICMP,90,Data,FTP,"Ratione maxime sequi officia. Laborum ea veniam aliquam atque quod.
Ratione eum vel laborum dignissimos. Aspernatur architecto nisi.",IoC Detected,54.82,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Tanya Devan,Opera/9.22.(Windows NT 6.1; cs-CZ) Presto/2.9.167 Version/10.00,Segment B,"Bhind, Goa",99.43.142.130,Log Data,Alert Data,Server
2022-02-12 03:08:53,33.48.84.137,129.156.10.74,15863,58535,UDP,877,Data,HTTP,"Molestiae harum ullam voluptates. Excepturi totam veniam tempora repudiandae necessitatibus.
Excepturi odit minus eveniet quae quis perferendis. Illum numquam laborum dicta.",IoC Detected,52.59,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Rhea Arya,Opera/9.84.(X11; Linux x86_64; be-BY) Presto/2.9.169 Version/10.00,Segment C,"Jhansi, Karnataka",187.102.254.177,Log Data,Alert Data,Firewall
2023-03-09 13:57:15,189.205.33.232,27.89.99.159,19203,21291,TCP,641,Control,FTP,"Nobis neque placeat labore ea quod. Aliquam aperiam facilis necessitatibus ab magnam.
Explicabo nostrum exercitationem dolore iusto expedita.",IoC Detected,9.42,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Tanya Srivastava,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; kw-GB) AppleWebKit/532.33.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.33.3",Segment B,"Erode, Andhra Pradesh",47.206.151.224,Log Data,Alert Data,Firewall
2022-11-11 07:11:28,56.142.139.30,89.34.139.90,31353,26245,TCP,1080,Data,DNS,"Aperiam sed doloremque minima. Ratione debitis minus commodi quae dolore. A tenetur quasi molestias.
Iure cumque dolore. Ratione qui ratione laudantium tempora.",IoC Detected,10.25,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Nishith Mani,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1),Segment B,"Sambhal, Arunachal Pradesh",126.151.17.208,Log Data,Alert Data,Server
2022-03-11 13:22:19,209.214.54.160,21.83.155.197,44349,42062,ICMP,413,Control,HTTP,Magnam asperiores totam dicta praesentium veniam. Recusandae quasi vel veniam maiores dicta magni hic.,IoC Detected,32.36,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Siya Shah,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.1),Segment C,"Bettiah, Uttar Pradesh",63.193.177.228,Log Data,Alert Data,Server
2023-07-28 17:19:18,151.192.238.140,168.188.162.153,42905,35081,ICMP,1343,Data,DNS,"Temporibus ipsa tenetur ducimus occaecati neque. Quae perspiciatis reiciendis error.
Quis quidem molestiae asperiores quod similique. Doloribus expedita ex inventore. Totam facilis quidem quia.",IoC Detected,99.78,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Nirvaan Krishna,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4 rv:6.0; nhn-MX) AppleWebKit/533.32.2 (KHTML, like Gecko) Version/5.0.4 Safari/533.32.2",Segment C,"Nizamabad, Goa",199.90.255.59,Log Data,Alert Data,Server
2021-05-18 12:50:49,108.75.128.203,112.187.135.200,32345,5033,TCP,1168,Control,DNS,Repudiandae voluptate ratione deleniti totam recusandae. Similique quibusdam sint ipsam libero. Vero atque enim hic excepturi esse ratione.,IoC Detected,25.98,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Vanya Bandi,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; cy-GB) AppleWebKit/535.32.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.32.2",Segment B,"Kharagpur, Manipur",16.158.32.222,Log Data,Alert Data,Server
2022-04-02 08:48:50,41.108.149.114,114.174.37.157,16446,61732,UDP,1401,Control,FTP,Repellat ipsa vitae iure ipsam amet. Pariatur magnam molestiae cum magni. Consectetur beatae nobis facere ut esse dolorum.,IoC Detected,66.02,Alert Triggered,Malware,Known Pattern A,Ignored,High,Ishita Chaudry,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3; rv:1.9.3.20) Gecko/7516-01-17 10:43:32 Firefox/3.8,Segment A,"Kharagpur, Telangana",76.146.6.169,Log Data,Alert Data,Firewall
2023-04-26 13:17:42,63.23.214.216,194.129.66.153,28576,49330,UDP,1163,Control,HTTP,"Dolore dolore dolore esse. Porro fugit debitis dignissimos vero sequi.
Impedit magnam repellendus voluptatem.",IoC Detected,68.86,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Amani Sandhu,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.0),Segment C,"Tiruppur, Karnataka",137.251.248.188,Log Data,Alert Data,Firewall
